Voltage,Current,Power,Relay_1,Relay_2,Battery_Level,Hour_of_Day,Load_Type,Is_Anomaly,Predicted_Power_Next
231.6600442,0.007686581,1.780673763,0,0,99.99680195,0,0,0,22.19726582
233.5126574,0.095058084,22.19726582,0,0,99.99657997,0,0,0,15.02527841
229.1544341,0.065568351,15.02527841,0,0,99.99642972,0,0,0,3597.237356
157.0000895,22.91232679,3597.237356,0,0,99.99620603,0,0,1,2.999925483
228.2317105,0.01314421,2.999925483,0,0,99.99617604,0,0,0,19.33489899
227.7242318,0.084904882,19.33489899,0,0,99.99598269,0,0,0,16.71744393
228.8753649,0.073041692,16.71744393,0,0,99.99581551,0,0,0,19.29568408
229.9699295,0.083905248,19.29568408,0,0,99.99562256,0,0,0,7.10962805
229.35473,0.030998393,7.10962805,0,0,99.99555146,0,0,0,11.62659853
229.8567697,0.050581928,11.62659853,0,0,99.99543519,0,0,0,23.09675805
228.4876866,0.101085351,23.09675805,0,0,99.99520423,0,0,0,39.35545105
230.9700982,0.170391974,39.35545105,0,0,99.99481067,0,0,0,-0.25361825
231.1059059,-0.001097411,-0.25361825,0,0,99.99481321,0,0,0,31.03242228
229.8448808,0.135014633,31.03242228,0,0,99.99450288,0,0,0,6.888082698
227.960125,0.030216174,6.888082698,0,0,99.994434,0,0,0,32.31787472
234.581378,0.137768287,32.31787472,0,0,99.99411082,0,0,0,0.866004391
228.2801573,0.003793603,0.866004391,0,0,99.99410216,0,0,0,3.561011689
230.0654915,0.015478252,3.561011689,0,0,99.99406655,0,0,0,12.09718609
233.2083287,0.051872873,12.09718609,0,0,99.99394558,0,0,0,5.900440136
228.919574,0.025775167,5.900440136,0,0,99.99388658,0,0,0,11.37609979
230.0344264,0.049453901,11.37609979,0,0,99.99377282,0,0,0,2.872793362
232.6509132,0.012348085,2.872793362,0,0,99.99374409,0,0,0,24.3610071
232.5945259,0.104735943,24.3610071,0,0,99.99350048,0,0,0,27.6418166
228.7303715,0.120848912,27.6418166,0,0,99.99322406,0,0,0,28.35382903
230.1901411,0.123175688,28.35382903,0,0,99.99294052,0,0,0,4.621834608
230.395676,0.020060423,4.621834608,0,0,99.9928943,0,0,0,18.47255915
229.2634801,0.080573492,18.47255915,0,0,99.99270958,0,0,0,0.84690792
236.22717,0.003585142,0.84690792,0,0,99.99270111,0,0,0,14.41422497
234.0657945,0.061581937,14.41422497,0,0,99.99255697,0,0,0,15.88333153
230.4033967,0.068937055,15.88333153,0,0,99.99239813,0,0,0,1.144416538
232.0471963,0.004931827,1.144416538,0,0,99.99238669,0,0,0,32.22887102
230.0810192,0.140076183,32.22887102,0,0,99.9920644,0,0,0,11.76160795
231.3653627,0.050835647,11.76160795,0,0,99.99194678,1,0,0,20.63341653
228.2244055,0.090408458,20.63341653,0,0,99.99174045,1,0,0,8.741714816
229.0913566,0.038158204,8.741714816,0,0,99.99165303,1,0,0,-11.68102977
228.660015,-0.051084707,-11.68102977,0,0,99.99176984,1,0,0,17.45993663
234.7695813,0.074370523,17.45993663,0,0,99.99159524,1,0,0,-4.349610374
230.5248132,-0.018868296,-4.349610374,0,0,99.99163874,1,0,0,8.472199626
232.3109586,0.036469221,8.472199626,0,0,99.99155402,1,0,0,18.36151565
232.9638129,0.078817029,18.36151565,0,0,99.9913704,1,0,0,5.541102477
231.3878789,0.023947246,5.541102477,0,0,99.99131499,1,0,0,7.705606501
230.2543092,0.033465634,7.705606501,0,0,99.99123794,1,0,0,-5.051961787
230.7551377,-0.021893171,-5.051961787,0,0,99.99128845,1,0,0,8.719893023
231.8804596,0.037605122,8.719893023,0,0,99.99120126,1,0,0,20.76939763
231.700629,0.089638935,20.76939763,0,0,99.99099356,1,0,0,25.89448809
227.2947888,0.113924689,25.89448809,0,0,99.99073462,1,0,0,5.296624581
231.5180726,0.022877802,5.296624581,0,0,99.99068165,1,0,0,20.87898668
229.0076289,0.091171577,20.87898668,0,0,99.99047286,1,0,0,16.90856832
228.3706533,0.074040023,16.90856832,0,0,99.99030378,1,0,0,20.93304321
229.6534902,0.091150556,20.93304321,0,0,99.99009444,1,0,0,28.90233171
232.7252585,0.124190781,28.90233171,0,0,99.98980542,1,0,0,6.257530443
229.8172267,0.027228292,6.257530443,0,0,99.98974285,1,0,0,26.80143179
226.9444484,0.118096882,26.80143179,0,0,99.98947483,1,0,0,15.73548872
228.1267033,0.06897697,15.73548872,0,0,99.98931748,1,0,0,3202.667576
230.8094186,13.87580973,3202.667576,0,1,99.9572908,1,2,0,1275.49296
229.7689512,5.551198077,1275.49296,0,1,99.94453587,1,2,0,1246.935486
227.115987,5.490302565,1246.935486,0,1,99.93206652,1,2,0,1275.170822
227.2115895,5.612261349,1275.170822,0,1,99.91931481,1,2,0,1272.171821
228.7283563,5.561933122,1272.171821,0,1,99.90659309,1,2,0,1274.198241
230.3920741,5.530564567,1274.198241,0,1,99.89385111,1,2,0,1266.757598
230.467461,5.496470492,1266.757598,0,1,99.88118353,1,2,0,1274.215722
228.9375822,5.565777839,1274.215722,0,1,99.86844137,1,2,0,1297.306861
232.2614589,5.585545132,1297.306861,0,1,99.85546831,1,2,0,1302.406971
232.7121556,5.596643493,1302.406971,0,1,99.84244424,1,2,0,1291.300506
229.653037,5.622832264,1291.300506,0,1,99.82953123,1,2,0,1253.357133
229.4174609,5.463215956,1253.357133,0,1,99.81699766,1,2,0,1275.669287
229.4933878,5.558631991,1275.669287,0,1,99.80424097,1,2,0,1244.478201
227.2534297,5.476169063,1244.478201,0,1,99.79179619,1,2,0,1524.686798
229.8076549,6.634621454,1524.686798,1,1,99.77654932,1,3,0,1369.579654
229.5656272,5.965961326,1369.579654,1,1,99.76285352,1,3,0,1370.92934
229.8297584,5.964977511,1370.92934,1,1,99.74914423,1,3,0,1355.995949
228.9142111,5.923598815,1355.995949,1,1,99.73558427,1,3,0,1367.643597
227.9493433,5.999769848,1367.643597,1,1,99.72190783,1,3,0,1369.69502
226.0876654,6.05824744,1369.69502,1,1,99.70821088,1,3,0,1374.660381
233.5707133,5.885414149,1374.660381,1,1,99.69446428,1,3,0,1343.352585
227.7892153,5.897349367,1343.352585,1,1,99.68103075,1,3,0,1373.806176
230.1352363,5.969560326,1373.806176,1,1,99.66729269,1,3,0,1348.056309
227.0093104,5.938330488,1348.056309,1,1,99.65381213,1,3,0,1387.345953
232.7735686,5.960066522,1387.345953,1,1,99.63993867,1,3,0,1378.886492
232.2231374,5.937765319,1378.886492,1,1,99.6261498,1,3,0,1363.062584
227.9924198,5.978543432,1363.062584,1,1,99.61251918,1,3,0,1393.284549
233.1847322,5.975024764,1393.284549,1,1,99.59858633,1,3,0,1385.576105
231.4979687,5.985262474,1385.576105,1,1,99.58473057,1,3,0,1398.702958
232.7440555,6.009618401,1398.702958,1,1,99.57074354,1,3,0,1374.451536
230.2177505,5.970223983,1374.451536,1,1,99.55699903,1,3,0,1366.993155
231.7489003,5.89859608,1366.993155,1,1,99.54332909,1,3,0,1366.671279
229.7203393,5.949282868,1366.671279,1,1,99.52966238,1,3,0,1368.252749
227.802323,6.006316053,1368.252749,1,1,99.51597985,1,3,0,1339.372473
226.166698,5.922058751,1339.372473,1,1,99.50258613,1,3,0,1390.004967
230.401187,6.032976588,1390.004967,1,1,99.48868608,1,3,0,1368.753558
229.3231647,5.968666791,1368.753558,1,1,99.47499854,1,3,0,1265.597978
229.0346018,5.525793779,1265.597978,0,1,99.46234256,1,2,0,1267.939359
229.1139709,5.534098833,1267.939359,0,1,99.44966317,2,2,0,1279.764437
227.5293905,5.624611545,1279.764437,0,1,99.43686553,2,2,0,1296.14389
231.2378396,5.605241305,1296.14389,0,1,99.42390409,2,2,0,1274.638601
228.4756824,5.578880815,1274.638601,0,1,99.4111577,2,2,0,1298.793186
231.5065074,5.610180034,1298.793186,0,1,99.39816977,2,2,0,1262.946064
227.5693369,5.54971984,1262.946064,0,1,99.38554031,2,2,0,1306.354036
232.6755865,5.614486915,1306.354036,0,1,99.37247677,2,2,0,1296.236301
231.1703051,5.607278581,1296.236301,0,1,99.3595144,2,2,0,1271.672083
230.8983915,5.5074965,1271.672083,0,1,99.34679768,2,2,0,1256.858199
226.4256034,5.55086607,1256.858199,0,1,99.3342291,2,2,0,1265.868308
227.4419434,5.565676626,1265.868308,0,1,99.32157042,2,2,0,1283.22085
227.2098751,5.647733621,1283.22085,0,1,99.30873821,2,2,0,253.4166262
227.7064972,1.112909071,253.4166262,1,0,99.30620404,2,1,0,79.80654177
232.3694042,0.343446858,79.80654177,1,0,99.30540598,2,1,0,118.3277094
233.6879653,0.506349179,118.3277094,1,0,99.3042227,2,1,0,109.6126677
228.4956203,0.479714524,109.6126677,1,0,99.30312658,2,1,0,109.759461
234.6264616,0.467805124,109.759461,1,0,99.30202898,2,1,0,98.72446448
226.0378594,0.436760748,98.72446448,1,0,99.30104174,2,1,0,121.8518741
231.6269254,0.526069557,121.8518741,1,0,99.29982322,2,1,0,121.2587792
231.1368402,0.524619006,121.2587792,1,0,99.29861063,2,1,0,101.497657
230.1343993,0.441036444,101.497657,1,0,99.29759565,2,1,0,77.05207955
229.1319655,0.336278176,77.05207955,1,0,99.29682513,2,1,0,108.6018323
232.4383154,0.467228616,108.6018323,1,0,99.29573911,2,1,0,104.5937128
232.071681,0.450695717,104.5937128,1,0,99.29469318,2,1,0,124.2860535
226.2861306,0.549242913,124.2860535,1,0,99.29345032,2,1,0,114.2111245
227.24041,0.502600415,114.2111245,1,0,99.2923082,2,1,0,106.8766658
226.3578814,0.472157917,106.8766658,1,0,99.29123944,2,1,0,105.9469644
229.8234973,0.460992743,105.9469644,1,0,99.29017997,2,1,0,109.8782169
232.0462867,0.473518531,109.8782169,1,0,99.28908119,2,1,0,98.64373909
233.7540479,0.421997993,98.64373909,1,0,99.28809475,2,1,0,118.4453228
227.6264067,0.520349658,118.4453228,1,0,99.2869103,2,1,0,97.49340855
229.1257788,0.425501701,97.49340855,1,0,99.28593536,2,1,0,115.2304628
227.3256033,0.506896105,115.2304628,1,0,99.28478306,2,1,0,105.1945234
229.0070852,0.459350519,105.1945234,1,0,99.28373111,2,1,0,89.68133364
231.1158364,0.388036298,89.68133364,1,0,99.2828343,2,1,0,84.49381177
228.5738921,0.369656442,84.49381177,1,0,99.28198936,2,1,0,83.1455455
233.6250481,0.355893112,83.1455455,1,0,99.2811579,2,1,0,108.8291732
224.4670948,0.484833527,108.8291732,1,0,99.28006961,2,1,0,65.8375619
227.7675945,0.289055877,65.8375619,1,0,99.27941124,2,1,0,103.0396905
228.5137735,0.450912385,103.0396905,1,0,99.27838084,2,1,0,87.09082945
233.141713,0.373553185,87.09082945,1,0,99.27750993,2,1,0,110.4960892
228.2623074,0.484075056,110.4960892,1,0,99.27640497,2,1,0,92.21141647
232.5677565,0.396492695,92.21141647,1,0,99.27548286,2,1,0,104.7444569
232.7938072,0.449945203,104.7444569,1,0,99.27443541,2,1,0,86.08589286
229.6341112,0.374882862,86.08589286,1,0,99.27357455,2,1,0,88.02486026
228.7638243,0.384784878,88.02486026,1,0,99.27269431,2,1,0,112.9609456
232.6716491,0.4854951,112.9609456,1,0,99.2715647,2,1,0,98.74231934
226.8977812,0.435184156,98.74231934,1,0,99.27057727,2,1,0,93.41133185
229.9164031,0.406283895,93.41133185,1,0,99.26964316,2,1,0,106.203313
231.234082,0.459289185,106.203313,1,0,99.26858113,2,1,0,-1148.454882
229.6909764,-5,-1148.454882,1,0,99.26739447,2,1,1,78.82632105
232.0280388,0.339727567,78.82632105,1,0,99.26660621,2,1,0,107.729327
228.2727548,0.471932479,107.729327,1,0,99.26552892,2,1,0,93.2500055
226.2440827,0.4121655,93.2500055,1,0,99.26459642,2,1,0,115.4875126
228.5298313,0.505349835,115.4875126,1,0,99.26344154,2,1,0,-1.034055212
229.7569339,-0.004500649,-1.034055212,0,0,99.26345188,2,0,0,5.773926302
227.218453,0.025411344,5.773926302,0,0,99.26339414,2,0,0,20.43979561
228.1656374,0.089583146,20.43979561,0,0,99.26318974,2,0,0,8.678051057
226.4117902,0.038328618,8.678051057,0,0,99.26310296,2,0,0,20.97045043
230.7314019,0.09088685,20.97045043,0,0,99.26289326,2,0,0,13.72488107
228.2064651,0.060142385,13.72488107,0,0,99.26275601,3,0,0,14.08922001
232.1304802,0.060695261,14.08922001,0,0,99.26261512,3,0,0,15.86160228
233.4887203,0.067933056,15.86160228,0,0,99.2624565,3,0,0,15.98424796
228.0171714,0.070101071,15.98424796,0,0,99.26229666,3,0,0,-4.188040252
229.7404904,-0.018229439,-4.188040252,0,0,99.26233854,3,0,0,27.36067999
230.695763,0.118600704,27.36067999,0,0,99.26206493,3,0,0,33.80814543
227.7743863,0.148428214,33.80814543,0,0,99.26172685,3,0,0,20.80484797
230.6986931,0.090181907,20.80484797,0,0,99.2615188,3,0,0,3200.725584
230.3164835,13.8970756,3200.725584,0,1,99.22951155,3,2,0,1266.392894
227.9206883,5.556287597,1266.392894,0,1,99.21684762,3,2,0,1284.149304
230.23574,5.577541108,1284.149304,0,1,99.20400613,3,2,0,1270.571999
228.2231037,5.567236526,1270.571999,0,1,99.19130041,3,2,0,1262.111807
229.4411578,5.500808219,1262.111807,0,1,99.17867929,3,2,0,1277.619811
229.9910708,5.555084405,1277.619811,0,1,99.16590309,3,2,0,1264.016363
229.1975664,5.514964153,1264.016363,0,1,99.15326293,3,2,0,1269.242421
229.4557816,5.531533841,1269.242421,0,1,99.1405705,3,2,0,1246.296495
225.6308288,5.523609081,1246.296495,0,1,99.12810754,3,2,0,1245.277718
223.6967505,5.566811837,1245.277718,0,1,99.11565476,3,2,0,1274.490779
228.7973819,5.570390574,1274.490779,0,1,99.10290985,3,2,0,1272.011079
227.3630446,5.594625464,1272.011079,0,1,99.09018974,3,2,0,1266.493944
228.3561151,5.546135446,1266.493944,0,1,99.0775248,3,2,0,1264.831138
230.0505145,5.498058287,1264.831138,0,1,99.06487649,3,2,0,1289.476839
230.8497128,5.585784896,1289.476839,0,1,99.05198172,3,2,0,1277.672032
226.9983057,5.628553166,1277.672032,0,1,99.039205,3,2,0,1285.295401
230.9807243,5.564513684,1285.295401,0,1,99.02635205,3,2,0,1263.839639
228.9166176,5.520960653,1263.839639,0,1,99.01371365,3,2,0,1267.461082
228.6152596,5.544079098,1267.461082,0,1,99.00103904,3,2,0,1274.235804
232.153647,5.488760654,1274.235804,0,1,98.98829668,3,2,0,1270.760401
229.479867,5.537568143,1270.760401,0,1,98.97558908,3,2,0,-1162.625578
232.5251156,-5,-1162.625578,0,1,98.96263222,3,2,1,1283.018891
232.923942,5.508316922,1283.018891,0,1,98.94980203,3,2,0,1290.475561
233.1753159,5.53435751,1290.475561,0,1,98.93689727,3,2,0,1285.174978
228.8279594,5.616337189,1285.174978,0,1,98.92404552,3,2,0,1270.026831
228.7583343,5.551827589,1270.026831,0,1,98.91134525,3,2,0,1268.731986
230.2290198,5.510738773,1268.731986,0,1,98.89865793,3,2,0,1265.050726
228.9898893,5.524482891,1265.050726,0,1,98.88600743,3,2,0,1244.253421
228.5239937,5.44473865,1244.253421,0,1,98.87356489,3,2,0,1276.534717
229.7708467,5.555686177,1276.534717,0,1,98.86079955,3,2,0,1289.071421
229.950105,5.605874461,1289.071421,0,1,98.84790883,3,2,0,1303.940992
229.7408779,5.675703009,1303.940992,0,1,98.83486942,3,2,0,1281.44373
230.1850021,5.567016609,1281.44373,0,1,98.82205498,3,2,0,1286.510291
233.1595178,5.517725818,1286.510291,0,1,98.80918988,3,2,0,1276.846906
228.4536953,5.589084056,1276.846906,0,1,98.79642141,3,2,0,1260.647025
225.8792728,5.581065537,1260.647025,0,1,98.78381494,3,2,0,1279.473966
230.2470983,5.556960219,1279.473966,0,1,98.7710202,3,2,0,1260.872248
229.931102,5.483695929,1260.872248,0,1,98.75841148,3,2,0,1269.867622
229.8083719,5.525767454,1269.867622,0,1,98.7457128,3,2,0,1281.001232
229.3693913,5.584883078,1281.001232,0,1,98.73290279,3,2,0,1522.273842
229.7848779,6.624778165,1522.273842,1,1,98.71768005,3,3,0,1368.547423
232.4503593,5.887482502,1368.547423,1,1,98.70399458,3,3,0,1348.111936
227.2849526,5.931373462,1348.111936,1,1,98.69051346,3,3,0,1349.889201
229.3674091,5.885270303,1349.889201,1,1,98.67701457,3,3,0,1395.655924
232.2978317,6.008045419,1395.655924,1,1,98.66305801,3,3,0,1374.616402
229.9022561,5.979134028,1374.616402,1,1,98.64931184,3,3,0,1386.197511
230.6068558,6.011085432,1386.197511,1,1,98.63544987,3,3,0,1390.976983
232.0242831,5.994962962,1390.976983,1,1,98.6215401,3,3,0,1391.281643
231.9842531,5.997310702,1391.281643,1,1,98.60762728,3,3,0,1385.544035
231.6692037,5.98070012,1385.544035,1,1,98.59377184,3,3,0,1377.428038
231.6569339,5.945982342,1377.428038,1,1,98.57999756,3,3,0,1360.616054
228.9914619,5.941776357,1360.616054,1,1,98.5663914,3,3,0,1383.307595
234.3097835,5.903755166,1383.307595,1,1,98.55255832,4,3,0,1367.43241
228.6870519,5.979492057,1367.43241,1,1,98.538884,4,3,0,1385.269722
236.0526853,5.868476861,1385.269722,1,1,98.5250313,4,3,0,1378.944828
229.7187068,6.002753747,1378.944828,1,1,98.51124186,4,3,0,1370.842939
231.2716992,5.92741327,1370.842939,1,1,98.49753343,4,3,0,1379.389352
230.0367157,5.996387783,1379.389352,1,1,98.48373953,4,3,0,1274.112132
229.7144618,5.546503784,1274.112132,0,1,98.47099841,4,2,0,1277.340688
228.3564866,5.593625595,1277.340688,0,1,98.458225,4,2,0,1285.294795
231.5016829,5.551988991,1285.294795,0,1,98.44537206,4,2,0,1264.226973
229.8030381,5.501350128,1264.226973,0,1,98.43272979,4,2,0,1257.793256
228.022378,5.516095688,1257.793256,0,1,98.42015185,4,2,0,1265.993714
229.4194844,5.51824845,1265.993714,0,1,98.40749192,4,2,0,1271.368137
228.5544175,5.562649592,1271.368137,0,1,98.39477824,4,2,0,1301.603577
231.7989979,5.615225211,1301.603577,0,1,98.3817622,4,2,0,1291.718929
231.9372409,5.569260561,1291.718929,0,1,98.36884501,4,2,0,1253.46169
227.5670145,5.508099195,1253.46169,0,1,98.35631039,4,2,0,1267.623022
228.107672,5.557125767,1267.623022,0,1,98.34363416,4,2,0,1291.875588
230.2834563,5.609936591,1291.875588,0,1,98.33071541,4,2,0,1266.143368
229.338288,5.520854713,1266.143368,0,1,98.31805397,4,2,0,1271.205066
230.0464736,5.525861996,1271.205066,0,1,98.30534192,4,2,0,1301.234102
232.5753376,5.594892887,1301.234102,0,1,98.29232958,4,2,0,1281.89802
227.9253142,5.624202054,1281.89802,0,1,98.2795106,4,2,0,1265.102045
230.5062538,5.488363217,1265.102045,0,1,98.26685958,4,2,0,1259.76883
228.1230583,5.522321325,1259.76883,0,1,98.25426189,4,2,0,1280.545093
229.9135413,5.569681048,1280.545093,0,1,98.24145644,4,2,0,1281.574755
230.4344386,5.561559127,1281.574755,0,1,98.22864069,4,2,0,1300.320278
232.2049681,5.599881382,1300.320278,0,1,98.21563749,4,2,0,1292.159854
232.1772738,5.565401955,1292.159854,0,1,98.20271589,4,2,0,1273.730575
228.3573952,5.577794291,1273.730575,0,1,98.18997859,4,2,0,1269.201457
228.0830698,5.564645625,1269.201457,0,1,98.17728657,4,2,0,1247.081048
228.6560183,5.453961181,1247.081048,0,1,98.16481576,4,2,0,1284.605834
229.0613608,5.608129757,1284.605834,0,1,98.1519697,4,2,0,1285.587797
231.5673863,5.551679006,1285.587797,0,1,98.13911383,4,2,0,1292.898517
231.0208627,5.596457835,1292.898517,0,1,98.12618484,4,2,0,1289.825385
231.5971519,5.569262725,1289.825385,0,1,98.11328659,4,2,0,1268.673721
229.9105697,5.518118295,1268.673721,0,1,98.10059985,4,2,0,1281.512133
229.0870872,5.593995491,1281.512133,0,1,98.08778473,4,2,0,1252.243799
226.61752,5.525803121,1252.243799,0,1,98.07526229,4,2,0,1263.722676
227.734496,5.549105201,1263.722676,0,1,98.06262506,4,2,0,1249.872214
226.5897216,5.516014609,1249.872214,0,1,98.05012634,4,2,0,1252.84964
230.079611,5.445287544,1252.84964,0,1,98.03759785,4,2,0,1283.512659
228.203513,5.624421124,1283.512659,0,1,98.02476272,4,2,0,1284.926383
229.1623222,5.607057784,1284.926383,0,1,98.01191345,4,2,0,1268.949023
228.1358688,5.562251258,1268.949023,0,1,97.99922396,4,2,0,1261.535153
229.5504426,5.495677282,1261.535153,0,1,97.98660861,4,2,0,1253.247049
228.4652765,5.48550339,1253.247049,0,1,97.97407614,4,2,0,1292.610793
231.1078046,5.593107489,1292.610793,0,1,97.96115003,4,2,0,1276.79693
230.2251224,5.545862747,1276.79693,0,1,97.94838207,4,2,0,1272.641314
227.7509309,5.587864379,1272.641314,0,1,97.93565565,4,2,0,1254.334054
228.7884754,5.482505409,1254.334054,0,1,97.92311231,4,2,0,1257.786405
226.9744898,5.541532029,1257.786405,0,1,97.91053445,4,2,0,1245.78952
225.877672,5.515328314,1245.78952,0,1,97.89807655,4,2,0,1284.361631
229.6622242,5.592393943,1284.361631,0,1,97.88523294,4,2,0,1284.287058
231.8127264,5.540192197,1284.287058,0,1,97.87239007,4,2,0,1258.152811
227.9483696,5.519463962,1258.152811,0,1,97.85980854,4,2,0,1264.50009
229.8137369,5.502282444,1264.50009,0,1,97.84716354,4,2,0,1281.485476
233.2675585,5.493629223,1281.485476,0,1,97.83434868,4,2,0,1280.067802
230.2095776,5.560445468,1280.067802,0,1,97.821548,4,2,0,1230.750712
223.8847053,5.497252305,1230.750712,0,1,97.8092405,4,2,0,1275.912051
230.2086384,5.542416043,1275.912051,0,1,97.79648138,4,2,0,1283.675036
230.8150528,5.561487521,1283.675036,0,1,97.78364463,5,2,0,1285.863248
229.6455154,5.599339685,1285.863248,0,1,97.77078599,5,2,0,1272.658472
227.5503963,5.592864233,1272.658472,0,1,97.75805941,5,2,0,1282.971897
227.733032,5.633666254,1282.971897,0,1,97.74522969,5,2,0,1284.827455
233.0046896,5.514169936,1284.827455,0,1,97.73238142,5,2,0,1249.538286
226.0133051,5.528604988,1249.538286,0,1,97.71988603,5,2,0,1286.971822
232.7941406,5.528368619,1286.971822,0,1,97.70701631,5,2,0,1257.599932
227.1306959,5.536899919,1257.599932,0,1,97.69444031,5,2,0,1251.85599
227.0146512,5.514428179,1251.85599,0,1,97.68192175,5,2,0,1278.571053
229.3252768,5.575360338,1278.571053,0,1,97.66913604,5,2,0,1294.419048
232.4974589,5.567454603,1294.419048,0,1,97.65619185,5,2,0,23.82885388
233.9034977,0.101874722,23.82885388,0,0,97.65595357,5,0,0,4.465419742
227.6047951,0.019619181,4.465419742,0,0,97.65590891,5,0,0,-1147.589045
229.5178089,-5,-1147.589045,0,0,97.65590922,5,0,1,15.79731079
230.8083981,0.068443397,15.79731079,0,0,97.65575125,5,0,0,-6.984043775
228.8309545,-0.030520538,-6.984043775,0,0,97.65582109,5,0,0,3.398256649
229.8045407,0.014787596,3.398256649,0,0,97.65578711,5,0,0,-1.004715233
231.8850564,-0.004332816,-1.004715233,0,0,97.65579715,5,0,0,10.20250319
233.0451641,0.043779081,10.20250319,0,0,97.65569513,5,0,0,-7.354868105
228.8516499,-0.032138148,-7.354868105,0,0,97.65576868,5,0,0,19.86435273
228.7467185,0.086839946,19.86435273,0,0,97.65557004,5,0,0,4.658838174
228.0531586,0.020428738,4.658838174,0,0,97.65552345,5,0,0,22.76195962
227.8044995,0.099918832,22.76195962,0,0,97.65529583,5,0,0,-3.669756194
229.1871717,-0.016012049,-3.669756194,0,0,97.65533252,5,0,0,-4.826341077
228.5575095,-0.021116528,-4.826341077,0,0,97.65538079,5,0,0,27.35669351
229.5964853,0.119151186,27.35669351,0,0,97.65510722,5,0,0,6.150447828
229.3636733,0.026815266,6.150447828,0,0,97.65504572,5,0,0,10.35676339
228.7020528,0.04528496,10.35676339,0,0,97.65494215,5,0,0,-5.182142992
232.1660688,-0.022320846,-5.182142992,0,0,97.65499397,5,0,0,11.00138612
229.6707488,0.047900685,11.00138612,0,0,97.65488396,5,0,0,10.91518923
228.6597004,0.047735518,10.91518923,0,0,97.6547748,5,0,0,24.49043845
230.7483505,0.106134836,24.49043845,0,0,97.6545299,5,0,0,-0.059390693
230.3015498,-0.000257882,-0.059390693,0,0,97.65453049,5,0,0,-6.407047002
230.9095135,-0.027747003,-6.407047002,0,0,97.65459456,5,0,0,11.0201479
229.6773222,0.047981001,11.0201479,0,0,97.65448436,5,0,0,4.591114768
229.2738396,0.020024591,4.591114768,0,0,97.65443845,5,0,0,2.561621504
231.1744325,0.011080903,2.561621504,0,0,97.65441284,5,0,0,33.95705224
232.3646233,0.146136928,33.95705224,0,0,97.65407327,5,0,0,8.860146556
231.2134813,0.038320199,8.860146556,0,0,97.65398466,5,0,0,23.86703335
232.0257639,0.102863721,23.86703335,0,0,97.65374599,5,0,0,23.2933871
228.8495522,0.101784718,23.2933871,0,0,97.65351306,5,0,0,40.00029051
230.2792274,0.173703425,40.00029051,0,0,97.65311306,5,0,0,19.93267322
231.6957602,0.086029512,19.93267322,0,0,97.65291373,5,0,0,17.73410026
227.380109,0.077993191,17.73410026,0,0,97.65273639,5,0,0,0.937078463
230.5365087,0.004064773,0.937078463,0,0,97.65272702,5,0,0,19.14783728
228.1981646,0.083908814,19.14783728,0,0,97.65253554,5,0,0,1.191403059
