Voltage,Current,Power,Relay_1,Relay_2,Battery_Level,Hour_of_Day,Load_Type,Is_Anomaly,Predicted_Power_Next,Is_Daytime,Power_Delta,Current_Delta,Voltage_Delta,Power_Rolling_Mean,Current_Rolling_Std
230.395676,0.020060423,4.621834608,0,0,99.9928943,0,0,0,18.47255915,0,-23.73199442,-0.103115266,0.205534853,17.57025614,0.05532462
229.2634801,0.080573492,18.47255915,0,0,99.99270958,0,0,0,0.84690792,0,13.85072454,0.060513069,-1.132195919,20.6902093,0.042572761
236.22717,0.003585142,0.84690792,0,0,99.99270111,0,0,0,14.41422497,0,-17.62565123,-0.07698835,6.963689885,15.98738946,0.05574348
234.0657945,0.061581937,14.41422497,0,0,99.99255697,0,0,0,15.88333153,0,13.56731705,0.057996795,-2.161375499,13.34187113,0.047881212
230.4033967,0.068937055,15.88333153,0,0,99.99239813,0,0,0,1.144416538,0,1.469106563,0.007355118,-3.662397748,10.84777163,0.033285221
232.0471963,0.004931827,1.144416538,0,0,99.99238669,0,0,0,32.22887102,0,-14.73891499,-0.064005228,1.643799599,10.15228802,0.036838343
230.0810192,0.140076183,32.22887102,0,0,99.9920644,0,0,0,11.76160795,0,31.08445449,0.135144357,-1.966177089,12.9035504,0.056174834
231.3653627,0.050835647,11.76160795,0,0,99.99194678,1,0,0,20.63341653,0,-20.46726307,-0.089240536,1.284343466,15.0864904,0.048662254
228.2244055,0.090408458,20.63341653,0,0,99.99174045,1,0,0,8.741714816,0,8.871808572,0.039572811,-3.140957192,16.33032871,0.04980979
229.0913566,0.038158204,8.741714816,0,0,99.99165303,1,0,0,-11.68102977,0,-11.89170171,-0.052250253,0.86695108,14.90200537,0.05198858
228.660015,-0.051084707,-11.68102977,0,0,99.99176984,1,0,0,17.45993663,0,-20.42274459,-0.089242911,-0.431341574,12.33691611,0.070777716
234.7695813,0.074370523,17.45993663,0,0,99.99159524,1,0,0,-4.349610374,0,29.1409664,0.12545523,6.109566322,9.383129231,0.055086585
230.5248132,-0.018868296,-4.349610374,0,0,99.99163874,1,0,0,8.472199626,0,-21.809547,-0.093238819,-4.244768091,6.160885566,0.060393323
232.3109586,0.036469221,8.472199626,0,0,99.99155402,1,0,0,18.36151565,0,12.82181,0.055337517,1.786145376,3.728642185,0.050082598
232.9638129,0.078817029,18.36151565,0,0,99.9913704,1,0,0,5.541102477,0,9.88931602,0.042347808,0.652854325,5.652602351,0.057386767
231.3878789,0.023947246,5.541102477,0,0,99.99131499,1,0,0,7.705606501,0,-12.82041317,-0.054869783,-1.575933993,9.097028801,0.04005679
230.2543092,0.033465634,7.705606501,0,0,99.99123794,1,0,0,-5.051961787,0,2.164504024,0.009518388,-1.133569777,7.146162775,0.034852456
230.7551377,-0.021893171,-5.051961787,0,0,99.99128845,1,0,0,8.719893023,0,-12.75756829,-0.055358806,0.500828505,7.005692493,0.035938736
231.8804596,0.037605122,8.719893023,0,0,99.99120126,1,0,0,20.76939763,0,13.77185481,0.059498294,1.12532196,7.055231172,0.03599213
231.700629,0.089638935,20.76939763,0,0,99.99099356,1,0,0,25.89448809,0,12.04950461,0.052033813,-0.179830663,7.536807569,0.03976055
227.2947888,0.113924689,25.89448809,0,0,99.99073462,1,0,0,5.296624581,0,5.125090465,0.024285754,-4.405840164,11.60748469,0.053037144
231.5180726,0.022877802,5.296624581,0,0,99.99068165,1,0,0,20.87898668,0,-20.59786351,-0.091046887,4.223283811,11.12568831,0.0540906
229.0076289,0.091171577,20.87898668,0,0,99.99047286,1,0,0,16.90856832,0,15.5823621,0.068293775,-2.510443664,16.311878,0.038819408
228.3706533,0.074040023,16.90856832,0,0,99.99030378,1,0,0,20.93304321,0,-3.970418362,-0.017131554,-0.636975655,17.94961306,0.034106928
229.6534902,0.091150556,20.93304321,0,0,99.99009444,1,0,0,28.90233171,0,4.024474896,0.017110533,1.282836884,17.98234218,0.03423867
232.7252585,0.124190781,28.90233171,0,0,99.98980542,1,0,0,6.257530443,0,7.969288498,0.033040226,3.071768275,18.5839109,0.03707451
229.8172267,0.027228292,6.257530443,0,0,99.98974285,1,0,0,26.80143179,0,-22.64480127,-0.09696249,-2.908031753,18.77609207,0.035391486
226.9444484,0.118096882,26.80143179,0,0,99.98947483,1,0,0,15.73548872,0,20.54390135,0.090868591,-2.872778294,19.9605811,0.039076842
228.1267033,0.06897697,15.73548872,0,0,99.98931748,1,0,0,3202.667576,0,-11.06594307,-0.049119912,1.182254896,19.72596518,0.039557381
230.8094186,13.87580973,3202.667576,0,1,99.9572908,1,2,0,1275.49296,0,3186.932087,13.80683276,2.682715336,656.0728717,6.167732261
229.7689512,5.551198077,1275.49296,0,1,99.94453587,1,2,0,1246.935486,0,-1927.174616,-8.324611649,-1.040467476,905.3909973,6.046013778
227.115987,5.490302565,1246.935486,0,1,99.93206652,1,2,0,1275.170822,0,-28.55747402,-0.060895512,-2.652964197,1153.526588,5.645130671
227.2115895,5.612261349,1275.170822,0,1,99.91931481,1,2,0,1272.171821,0,28.23533617,0.121958784,0.09560257,1403.200466,4.943311562
228.7283563,5.561933122,1272.171821,0,1,99.90659309,1,2,0,1274.198241,0,-2.99900108,-0.050328227,1.516766773,1654.487733,3.721913187
230.3920741,5.530564567,1274.198241,0,1,99.89385111,1,2,0,1266.757598,0,2.026420665,-0.031368554,1.663717768,1268.793866,0.044606704
230.467461,5.496470492,1266.757598,0,1,99.88118353,1,2,0,1274.215722,0,-7.440643037,-0.034094076,0.075386888,1267.046794,0.050354006
228.9375822,5.565777839,1274.215722,0,1,99.86844137,1,2,0,1297.306861,0,7.458123104,0.069307347,-1.529878749,1272.502841,0.043165696
232.2614589,5.585545132,1297.306861,0,1,99.85546831,1,2,0,1302.406971,0,23.09113951,0.019767293,3.323876692,1276.930049,0.034925234
232.7121556,5.596643493,1302.406971,0,1,99.84244424,1,2,0,1291.300506,0,5.100110426,0.011098361,0.450696726,1282.977079,0.04124967
229.653037,5.622832264,1291.300506,0,1,99.82953123,1,2,0,1253.357133,0,-11.10646535,0.026188771,-3.059118603,1286.397532,0.047716729
229.4174609,5.463215956,1253.357133,0,1,99.81699766,1,2,0,1275.669287,0,-37.94337291,-0.159616308,-0.235576093,1283.717439,0.061466103
229.4933878,5.558631991,1275.669287,0,1,99.80424097,1,2,0,1244.478201,0,22.31215402,0.095416035,0.075926869,1284.008152,0.061578869
227.2534297,5.476169063,1244.478201,0,1,99.79179619,1,2,0,1524.686798,0,-31.19108595,-0.082462929,-2.239958066,1273.44242,0.071284288
229.8076549,6.634621454,1524.686798,1,1,99.77654932,1,3,0,1369.579654,0,280.2085963,1.158452391,2.554225193,1317.898385,0.498139275
229.5656272,5.965961326,1369.579654,1,1,99.76285352,1,3,0,1370.92934,0,-155.1071441,-0.668660128,-0.242027731,1333.554215,0.499684959
229.8297584,5.964977511,1370.92934,1,1,99.74914423,1,3,0,1355.995949,0,1.349686334,-0.000983815,0.26413116,1357.068656,0.458909565
228.9142111,5.923598815,1355.995949,1,1,99.73558427,1,3,0,1367.643597,0,-14.93339066,-0.041378696,-0.91554731,1373.133988,0.413861438
227.9493433,5.999769848,1367.643597,1,1,99.72190783,1,3,0,1369.69502,0,11.64764781,0.076171034,-0.964867722,1397.767067,0.301312332
226.0876654,6.05824744,1369.69502,1,1,99.70821088,1,3,0,1374.660381,0,2.051423195,0.058477592,-1.86167792,1366.768712,0.050214133
233.5707133,5.885414149,1374.660381,1,1,99.69446428,1,3,0,1343.352585,0,4.965360712,-0.172833291,7.483047893,1367.784857,0.066974197
227.7892153,5.897349367,1343.352585,1,1,99.68103075,1,3,0,1373.806176,0,-31.30779644,0.011935217,-5.781498011,1362.269506,0.073813338
230.1352363,5.969560326,1373.806176,1,1,99.66729269,1,3,0,1348.056309,0,30.45359189,0.072210959,2.346021044,1365.831552,0.072097787
227.0093104,5.938330488,1348.056309,1,1,99.65381213,1,3,0,1387.345953,0,-25.74986764,-0.031229838,-3.125925959,1361.914094,0.069244986
232.7735686,5.960066522,1387.345953,1,1,99.63993867,1,3,0,1378.886492,0,39.28964435,0.021736034,5.764258175,1365.444281,0.037390741
232.2231374,5.937765319,1378.886492,1,1,99.6261498,1,3,0,1363.062584,0,-8.459461376,-0.022301203,-0.550431105,1366.289503,0.027845324
227.9924198,5.978543432,1363.062584,1,1,99.61251918,1,3,0,1393.284549,0,-15.8239079,0.040778113,-4.230717647,1370.231503,0.018369137
233.1847322,5.975024764,1393.284549,1,1,99.59858633,1,3,0,1385.576105,0,30.22196537,-0.003518668,5.192312363,1374.127177,0.0194452
231.4979687,5.985262474,1385.576105,1,1,99.58473057,1,3,0,1398.702958,0,-7.708444536,0.01023771,-1.686763496,1381.631137,0.018929821
232.7440555,6.009618401,1398.702958,1,1,99.57074354,1,3,0,1374.451536,0,13.12685372,0.024355927,1.246086797,1383.902538,0.025872657
230.2177505,5.970223983,1374.451536,1,1,99.55699903,1,3,0,1366.993155,0,-24.2514228,-0.039394418,-2.526304934,1383.015546,0.015472975
231.7489003,5.89859608,1366.993155,1,1,99.54332909,1,3,0,1366.671279,0,-7.458380549,-0.071627903,1.53114981,1383.801661,0.041536
229.7203393,5.949282868,1366.671279,1,1,99.52966238,1,3,0,1368.252749,0,-0.321875895,0.050686788,-2.02856101,1378.479007,0.042000865
227.802323,6.006316053,1368.252749,1,1,99.51597985,1,3,0,1339.372473,0,1.581470016,0.057033185,-1.918016376,1375.014335,0.045730957
226.166698,5.922058751,1339.372473,1,1,99.50258613,1,3,0,1390.004967,0,-28.88027628,-0.084257302,-1.635624981,1363.148238,0.041837832
230.401187,6.032976588,1390.004967,1,1,99.48868608,1,3,0,1368.753558,0,50.63249417,0.110917837,4.234489036,1366.258925,0.056521138
229.3231647,5.968666791,1368.753558,1,1,99.47499854,1,3,0,1265.597978,0,-21.25140923,-0.064309797,-1.078022263,1366.611005,0.044279048
229.0346018,5.525793779,1265.597978,0,1,99.46234256,1,2,0,1267.939359,0,-103.1555798,-0.442873011,-0.288562926,1346.396345,0.208463049
229.1139709,5.534098833,1267.939359,0,1,99.44966317,2,2,0,1279.764437,0,2.3413809,0.008305054,0.079369052,1326.333667,0.246710139
227.5293905,5.624611545,1279.764437,0,1,99.43686553,2,2,0,1296.14389,0,11.82507788,0.090512711,-1.584580338,1314.41206,0.244785363
231.2378396,5.605241305,1296.14389,0,1,99.42390409,2,2,0,1274.638601,0,16.37945289,-0.019370239,3.708449027,1295.639844,0.182374992
228.4756824,5.578880815,1274.638601,0,1,99.4111577,2,2,0,1298.793186,0,-21.50528853,-0.026360491,-2.762157168,1276.816853,0.043234637
231.5065074,5.610180034,1298.793186,0,1,99.39816977,2,2,0,1262.946064,0,24.15458457,0.03129922,3.030825018,1283.455894,0.03565197
227.5693369,5.54971984,1262.946064,0,1,99.38554031,2,2,0,1306.354036,0,-35.84712178,-0.060460195,-3.937170508,1282.457235,0.029640243
232.6755865,5.614486915,1306.354036,0,1,99.37247677,2,2,0,1296.236301,0,43.40797193,0.064767076,5.106249583,1287.775155,0.027252465
231.1703051,5.607278581,1296.236301,0,1,99.3595144,2,2,0,1271.672083,0,-10.11773537,-0.007208334,-1.505281363,1287.793637,0.027519427
230.8983915,5.5074965,1271.672083,0,1,99.34679768,2,2,0,1256.858199,0,-24.5642174,-0.099782081,-0.271913609,1287.200334,0.047419551
226.4256034,5.55086607,1256.858199,0,1,99.3342291,2,2,0,1265.868308,0,-14.81388369,0.04336957,-4.472788103,1278.813337,0.044642011
227.4419434,5.565676626,1265.868308,0,1,99.32157042,2,2,0,1283.22085,0,9.010108471,0.014810556,1.016339943,1279.397785,0.043751413
227.2098751,5.647733621,1283.22085,0,1,99.30873821,2,2,0,253.4166262,0,17.35254247,0.082056995,-0.232068301,1274.771148,0.053746856
227.7064972,1.112909071,253.4166262,1,0,99.30620404,2,1,0,79.80654177,0,-1029.804224,-4.53482455,0.496622167,1066.207213,1.992999021
232.3694042,0.343446858,79.80654177,1,0,99.30540598,2,1,0,118.3277094,0,-173.6100845,-0.769462213,4.662906977,827.8341051,2.676004482
233.6879653,0.506349179,118.3277094,1,0,99.3042227,2,1,0,109.6126677,0,38.52116758,0.162902321,1.31856105,600.1280071,2.727845305
228.4956203,0.479714524,109.6126677,1,0,99.30312658,2,1,0,109.759461,0,-8.71504168,-0.026634655,-5.192344952,368.8768791,2.272103485
234.6264616,0.467805124,109.759461,1,0,99.30202898,2,1,0,98.72446448,0,0.146793349,-0.0119094,6.1308413,134.1846012,0.303314139
226.0378594,0.436760748,98.72446448,1,0,99.30104174,2,1,0,121.8518741,0,-11.03499654,-0.031044377,-8.588602162,103.2461689,0.06295503
231.6269254,0.526069557,121.8518741,1,0,99.29982322,2,1,0,121.2587792,0,23.12740962,0.08930881,5.589065952,111.6552353,0.034566388
231.1368402,0.524619006,121.2587792,1,0,99.29861063,2,1,0,101.497657,0,-0.593094856,-0.001450552,-0.490085228,112.2414493,0.038363797
230.1343993,0.441036444,101.497657,1,0,99.29759565,2,1,0,77.05207955,0,-19.7611222,-0.083582562,-1.002440828,110.6184472,0.043723606
229.1319655,0.336278176,77.05207955,1,0,99.29682513,2,1,0,108.6018323,0,-24.4455775,-0.104758267,-1.002433798,104.0769709,0.078261189
232.4383154,0.467228616,108.6018323,1,0,99.29573911,2,1,0,104.5937128,0,31.54975277,0.130950439,3.306349897,106.0524445,0.077870428
232.071681,0.450695717,104.5937128,1,0,99.29469318,2,1,0,124.2860535,0,-4.008119539,-0.016532898,-0.366634388,102.6008122,0.068367747
226.2861306,0.549242913,124.2860535,1,0,99.29345032,2,1,0,114.2111245,0,19.69234069,0.098547195,-5.785550476,103.206267,0.076081163
227.24041,0.502600415,114.2111245,1,0,99.2923082,2,1,0,106.8766658,0,-10.07492901,-0.046642497,0.954279455,105.7489605,0.079400401
226.3578814,0.472157917,106.8766658,1,0,99.29123944,2,1,0,105.9469644,0,-7.334458606,-0.030442498,-0.882528671,111.7138778,0.03884957
229.8234973,0.460992743,105.9469644,1,0,99.29017997,2,1,0,109.8782169,0,-0.929701476,-0.011165175,3.46561594,111.1829042,0.039787321
232.0462867,0.473518531,109.8782169,1,0,99.28908119,2,1,0,98.64373909,0,3.931252513,0.012525789,2.222789359,112.239805,0.035655996
233.7540479,0.421997993,98.64373909,1,0,99.28809475,2,1,0,118.4453228,0,-11.23447779,-0.051520538,1.707761199,107.1113421,0.029133171
227.6264067,0.520349658,118.4453228,1,0,99.2869103,2,1,0,97.49340855,0,19.8015837,0.098351665,-6.127641194,107.9581818,0.035132801
229.1257788,0.425501701,97.49340855,1,0,99.28593536,2,1,0,115.2304628,0,-20.95191425,-0.094847957,1.499372191,106.0815303,0.040183915
227.3256033,0.506896105,115.2304628,1,0,99.28478306,2,1,0,105.1945234,0,17.73705426,0.081394404,-1.800175511,107.93823,0.045256158
229.0070852,0.459350519,105.1945234,1,0,99.28373111,2,1,0,89.68133364,0,-10.03593942,-0.047545586,1.68148184,107.0014913,0.045396932
231.1158364,0.388036298,89.68133364,1,0,99.2828343,2,1,0,84.49381177,0,-15.51318975,-0.071314221,2.108751236,105.2090102,0.055250907
228.5738921,0.369656442,84.49381177,1,0,99.28198936,2,1,0,83.1455455,0,-5.187521868,-0.018379856,-2.541944333,98.41870803,0.055219863
233.6250481,0.355893112,83.1455455,1,0,99.2811579,2,1,0,108.8291732,0,-1.348266269,-0.01376333,5.051156057,95.54913542,0.064583077
224.4670948,0.484833527,108.8291732,1,0,99.28006961,2,1,0,65.8375619,0,25.68362774,0.128940415,-9.157953363,94.26887751,0.057142406
227.7675945,0.289055877,65.8375619,1,0,99.27941124,2,1,0,103.0396905,0,-42.99161135,-0.195777649,3.300499768,86.39748521,0.070679278
228.5137735,0.450912385,103.0396905,1,0,99.27838084,2,1,0,87.09082945,0,37.20212862,0.161856507,0.74617895,89.06915659,0.078215324
233.141713,0.373553185,87.09082945,1,0,99.27750993,2,1,0,110.4960892,0,-15.94886106,-0.0773592,4.627939543,89.58856012,0.077980127
228.2623074,0.484075056,110.4960892,1,0,99.27640497,2,1,0,92.21141647,0,23.40525973,0.110521871,-4.879405616,95.05866886,0.084419346
232.5677565,0.396492695,92.21141647,1,0,99.27548286,2,1,0,104.7444569,0,-18.28467271,-0.087582361,4.305449046,91.7351175,0.075289494
232.7938072,0.449945203,104.7444569,1,0,99.27443541,2,1,0,86.08589286,0,12.53304039,0.053452508,0.226050696,99.51649649,0.044897873
229.6341112,0.374882862,86.08589286,1,0,99.27357455,2,1,0,88.02486026,0,-18.658564,-0.075062341,-3.159695963,96.12573696,0.049140501
228.7638243,0.384784878,88.02486026,1,0,99.27269431,2,1,0,112.9609456,0,1.938967405,0.009902016,-0.870286945,96.31254312,0.046934259
232.6716491,0.4854951,112.9609456,1,0,99.2715647,2,1,0,98.74231934,0,24.93608531,0.100710222,3.90782482,96.8055144,0.047435399
226.8977812,0.435184156,98.74231934,1,0,99.27057727,2,1,0,93.41133185,0,-14.21862624,-0.050310945,-5.773867842,98.11169498,0.046122173
229.9164031,0.406283895,93.41133185,1,0,99.26964316,2,1,0,106.203313,0,-5.330987485,-0.02890026,3.018621873,95.84506998,0.044576374
231.234082,0.459289185,106.203313,1,0,99.26858113,2,1,0,-1148.454882,0,12.79198118,0.05300529,1.317678879,99.86855401,0.040257875
229.6909764,-5,-1148.454882,1,0,99.26739447,2,1,1,78.82632105,0,-1254.658195,-5.459289185,-1.54310555,-147.4273945,2.435953052
232.0280388,0.339727567,78.82632105,1,0,99.26660621,2,1,0,107.729327,0,1227.281203,5.339727567,2.337062416,-154.2543194,2.419893838
228.2727548,0.471932479,107.729327,1,0,99.26552892,2,1,0,93.2500055,0,28.90300594,0.132204912,-3.755284012,-152.4569178,2.424148938
226.2440827,0.4121655,93.2500055,1,0,99.26459642,2,1,0,115.4875126,0,-14.47932149,-0.059766978,-2.028672138,-152.4891831,2.424799809
228.5298313,0.505349835,115.4875126,1,0,99.26344154,2,1,0,-1.034055212,0,22.23750714,0.093184335,2.285748567,-150.6323432,2.430212707
229.7569339,-0.004500649,-1.034055212,0,0,99.26345188,2,0,0,5.773926302,0,-116.5215678,-0.509850484,1.22710267,78.85182219,0.205252046
227.218453,0.025411344,5.773926302,0,0,99.26339414,2,0,0,20.43979561,0,6.807981514,0.029911993,-2.538480954,64.24134324,0.250411106
228.1656374,0.089583146,20.43979561,0,0,99.26318974,2,0,0,8.678051057,0,14.66586931,0.064171802,0.947184403,46.78343697,0.235896913
226.4117902,0.038328618,8.678051057,0,0,99.26310296,2,0,0,20.97045043,0,-11.76174456,-0.051254528,-1.753847202,29.86904608,0.212102801
230.7314019,0.09088685,20.97045043,0,0,99.26289326,2,0,0,13.72488107,0,12.29239937,0.052558232,4.3196117,10.96563364,0.041618878
228.2064651,0.060142385,13.72488107,0,0,99.26275601,3,0,0,14.08922001,0,-7.245569358,-0.030744466,-2.524936761,13.91742089,0.029544101
232.1304802,0.060695261,14.08922001,0,0,99.26261512,3,0,0,15.86160228,0,0.364338946,0.000552876,3.924015078,15.58047964,0.022277264
233.4887203,0.067933056,15.86160228,0,0,99.2624565,3,0,0,15.98424796,0,1.772382268,0.007237795,1.358240101,14.66484097,0.018857246
228.0171714,0.070101071,15.98424796,0,0,99.26229666,3,0,0,-4.188040252,0,0.122645682,0.002168015,-5.471548907,16.12608035,0.012492819
229.7404904,-0.018229439,-4.188040252,0,0,99.26233854,3,0,0,27.36067999,0,-20.17228822,-0.08833051,1.723319028,11.09438222,0.037351865
230.695763,0.118600704,27.36067999,0,0,99.26206493,3,0,0,33.80814543,0,31.54872024,0.136830143,0.955272574,13.821542,0.049292936
227.7743863,0.148428214,33.80814543,0,0,99.26172685,3,0,0,20.80484797,0,6.447465445,0.02982751,-2.921376696,17.76532708,0.063305582
